gene_symbol	ncbi_gene_id	OMIA_id	ncbi_tax_id	OMIA_url	phene_name
PAEP	280838	001437	9913	http://omia.angis.org.au/OMIA001437/9913/	Beta-lactoglobulin, aberrant low expression
PMEL17	100033885	001438	9796	http://omia.angis.org.au/OMIA001438/9796/	Coat colour, silver
pmelb	562810	001438	7955	http://omia.angis.org.au/OMIA001438/7955/	Coat colour, silver
SLC45A2	None	000370	93934	http://omia.angis.org.au/OMIA000370/93934/	Feather colour, albinism, sex-linked, imperfect
CLN6	678673	001443	9940	http://omia.angis.org.au/OMIA001443/9940/	Neuronal ceroid lipofuscinosis, 6
BEST1	483791	001444	9615	http://omia.angis.org.au/OMIA001444/9615/	Multifocal retinopathy 1
MLPH	780791	000206	9685	http://omia.angis.org.au/OMIA000206/9685/	Coat colour, dilute
MLPH	424019	001445	9031	http://omia.angis.org.au/OMIA001445/9031/	Feather colour, lavender
MLPH	None	001445	93934	http://omia.angis.org.au/OMIA001445/93934/	Feather colour, lavender
MC1R	None	000374	57662	http://omia.angis.org.au/OMIA000374/57662/	Feather colour, extended black
BCO2	419792	001449	9031	http://omia.angis.org.au/OMIA001449/9031/	Skin colour, yellow
ATP2A1	518117	001450	9913	http://omia.angis.org.au/OMIA001450/9913/	Congenital muscular dystonia 1
SLC6A5	528050	001451	9913	http://omia.angis.org.au/OMIA001451/9913/	Congenital muscular dystonia 2
MRC2	529049	001452	9913	http://omia.angis.org.au/OMIA001452/9913/	Tail, crooked
PSMB7	100686423	001454	9615	http://omia.angis.org.au/OMIA001454/9615/	Coat colour, harlequin
NPHP4	489625	001455	9615	http://omia.angis.org.au/OMIA001455/9615/	Cone-rod dystrophy, Standard Wire-haired Dachshund 
NAGLU	539117	001342	9913	http://omia.angis.org.au/OMIA001342/9913/	Mucopolysaccharidosis IIIB
HEXA	None	001461	9217	http://omia.angis.org.au/OMIA001461/9217/	Gangliosidosis, GM2, type I
HEXB	493928	001462	9685	http://omia.angis.org.au/OMIA001462/9685/	Gangliosidosis, GM2, type II
ATP2A1	518117	001464	9913	http://omia.angis.org.au/OMIA001464/9913/	Pseudomyotonia, congenital
MC1R	None	000374	8863	http://omia.angis.org.au/OMIA000374/8863/	Feather colour, extended black
MC1R	None	000374	87177	http://omia.angis.org.au/OMIA000374/87177/	Feather colour, extended black
DNM1	491319	001466	9615	http://omia.angis.org.au/OMIA001466/9615/	Exercise-induced collapse
tRNA-Tyr	5383389	001467	9615	http://omia.angis.org.au/OMIA001467/9615/	Sensory ataxic neuropathy
MC1R	493917	001199	9685	http://omia.angis.org.au/OMIA001199/9685/	Coat colour, extension
FOXI3	483075	000323	9615	http://omia.angis.org.au/OMIA000323/9615/	Ectodermal dysplasia
TYR	None	000202	452646	http://omia.angis.org.au/OMIA000202/452646/	Coat colour, albinism
F8	100271720	000437	9913	http://omia.angis.org.au/OMIA000437/9913/	Haemophilia A
ATF2	478806	001471	9615	http://omia.angis.org.au/OMIA001471/9615/	Neonatal encephalopathy with seizures
TPP1	485337	001472	9615	http://omia.angis.org.au/OMIA001472/9615/	Neuronal ceroid lipofuscinosis, 2
MC1R	100340038	001199	9986	http://omia.angis.org.au/OMIA001199/9986/	Coat colour, extension
GH1	280804	001473	9913	http://omia.angis.org.au/OMIA001473/9913/	Dwarfism, growth-hormone deficiency
FGF5	608459	000439	9615	http://omia.angis.org.au/OMIA000439/9615/	Hair length
KIT	396810	001216	9825	http://omia.angis.org.au/OMIA001216/9825/	Coat colour, roan
CNGA3	100233164	001481	9940	http://omia.angis.org.au/OMIA001481/9940/	Achromatopsia-2
CLN5	100034668	001482	9940	http://omia.angis.org.au/OMIA001482/9940/	Neuronal ceroid lipofuscinosis, 5
SERPINH1	485187	001483	9615	http://omia.angis.org.au/OMIA001483/9615/	Osteogenesis imperfecta_Dachshund
VDR	486588	001431	9615	http://omia.angis.org.au/OMIA001431/9615/	Vitamin D-deficiency rickets, type II
CYP27B1	100750221	000837	9685	http://omia.angis.org.au/OMIA000837/9685/	Vitamin D-deficiency rickets, type I
PRKG2	533330	001485	9913	http://omia.angis.org.au/OMIA001485/9913/	Dwarfism, Angus
TRPM1	100059740	001486	9796	http://omia.angis.org.au/OMIA001486/9796/	Night blindness, congenital stationary
UROS	100500740	001175	9685	http://omia.angis.org.au/OMIA001175/9685/	Porphyria, congenital erythropoietic
HMBS	100127114	001493	9685	http://omia.angis.org.au/OMIA001493/9685/	Porphyria, acute intermittent
ASIP	100144328	000201	9986	http://omia.angis.org.au/OMIA000201/9986/	Coat colour, agouti
MC1R	100750239	001199	9925	http://omia.angis.org.au/OMIA001199/9925/	Coat colour, extension
MC1R	None	001199	494514	http://omia.angis.org.au/OMIA001199/494514/	Coat colour, extension
Mc1r	None	001199	38666	http://omia.angis.org.au/OMIA001199/38666/	Coat colour, extension
Mc1r	None	001199	42413	http://omia.angis.org.au/OMIA001199/42413/	Coat colour, extension
MC1R	None	001199	30640	http://omia.angis.org.au/OMIA001199/30640/	Coat colour, extension
Mc1r	None	001199	43597	http://omia.angis.org.au/OMIA001199/43597/	Coat colour, extension
MC1R	None	001199	68352	http://omia.angis.org.au/OMIA001199/68352/	Coat colour, extension
MC1R	None	001199	89462	http://omia.angis.org.au/OMIA001199/89462/	Coat colour, extension
MC1R	100542545	001494	9103	http://omia.angis.org.au/OMIA001494/9103/	Feather colour, bronze
MC1R	489652	001495	9615	http://omia.angis.org.au/OMIA001495/9615/	Coat colour, grizzle
MC1R	None	001199	30521	http://omia.angis.org.au/OMIA001199/30521/	Coat colour, extension
TYR	None	001497	452646	http://omia.angis.org.au/OMIA001497/452646/	Coat colour, Himalayan
RSPO2	482004	001498	9615	http://omia.angis.org.au/OMIA001498/9615/	Improper coat
BCO2	514135	001079	9913	http://omia.angis.org.au/OMIA001079/9913/	Yellow fat
MYO5A	100069548	001501	9796	http://omia.angis.org.au/OMIA001501/9796/	Lavender foal syndrome
PMEL17	100033885	000733	9796	http://omia.angis.org.au/OMIA000733/9796/	Multiple ocular defects
MITF	407219	000214	9913	http://omia.angis.org.au/OMIA000214/9913/	Coat colour, white spotting
ARSG	480460	001503	9615	http://omia.angis.org.au/OMIA001503/9615/	Neuronal ceroid lipofuscinosis, 4A
PPT1	475316	001504	9615	http://omia.angis.org.au/OMIA001504/9615/	Neuronal ceroid lipofuscinosis, 1
CTSD	483662	001505	9615	http://omia.angis.org.au/OMIA001505/9615/	Neuronal ceroid lipofuscinosis, 10
CLN5	485498	001482	9615	http://omia.angis.org.au/OMIA001482/9615/	Neuronal ceroid lipofuscinosis, 5
CLN8	488558	001506	9615	http://omia.angis.org.au/OMIA001506/9615/	Neuronal ceroid lipofuscinosis, 8
MTM1	612385	001508	9615	http://omia.angis.org.au/OMIA001508/9615/	Myotubular myopathy 1
ADAMTSL2	491276	001509	9615	http://omia.angis.org.au/OMIA001509/9615/	Musladin-Lueke syndrome
CLN5	529186	001482	9913	http://omia.angis.org.au/OMIA001482/9913/	Neuronal ceroid lipofuscinosis, 5
PTEN	403832	001515	9615	http://omia.angis.org.au/OMIA001515/9615/	Colorectal hamartomatous polyposis and ganglioneuromatosis
KIT	403811	001516	9615	http://omia.angis.org.au/OMIA001516/9615/	Gastrointestinal stromal tumor
RPGR	403726	001518	9615	http://omia.angis.org.au/OMIA001518/9615/	X-linked PRA 2
ADAM9	475579	001520	9615	http://omia.angis.org.au/OMIA001520/9615/	Cone-rod dystrophy 3
CCDC66	476582	001521	9615	http://omia.angis.org.au/OMIA001521/9615/	Generalized PRA
COL9A3	612430	001522	9615	http://omia.angis.org.au/OMIA001522/9615/	Oculoskeletal dysplasia 1
COL9A2	607609	001523	9615	http://omia.angis.org.au/OMIA001523/9615/	Oculoskeletal dysplasia 2
ABCB4	482284	001524	9615	http://omia.angis.org.au/OMIA001524/9615/	Gallbladder mucoceles
FERMT3	483766	001525	9615	http://omia.angis.org.au/OMIA001525/9615/	Leukocyte adhesion deficiency, type III
ITGA2B	100009697	001000	9796	http://omia.angis.org.au/OMIA001000/9796/	Thrombasthenia
RSPO2	482004	001531	9615	http://omia.angis.org.au/OMIA001531/9615/	Furnishings (moustache and eyebrows)
KRT71	486522	000245	9615	http://omia.angis.org.au/OMIA000245/9615/	Curly coat
MX1	395313	001534	9031	http://omia.angis.org.au/OMIA001534/9031/	Resistance to myxovirus
ASIP	492296	000201	9615	http://omia.angis.org.au/OMIA000201/9615/	Coat colour, agouti
ASIP	None	000201	9612	http://omia.angis.org.au/OMIA000201/9612/	Coat colour, agouti
ASIP	None	000201	9614	http://omia.angis.org.au/OMIA000201/9614/	Coat colour, agouti
CCDC39	488089	001540	9615	http://omia.angis.org.au/OMIA001540/9615/	Ciliary dyskinesia, primary
MOCS1	281917	001541	9913	http://omia.angis.org.au/OMIA001541/9913/	Arachnomelia, BTA23
DMP1	100861441	001542	9940	http://omia.angis.org.au/OMIA001542/9940/	Hypophosphatemic rickets, autosomal recessive, 1
PMEL	281487	001544	9913	http://omia.angis.org.au/OMIA001544/9913/	Hypotrichosis with coat-colour dilution
PMEL	281487	001545	9913	http://omia.angis.org.au/OMIA001545/9913/	Coat colour, dilution
ATP13A2	23400	001552	9615	http://omia.angis.org.au/OMIA001552/9615/	Neuronal ceroid lipofuscinosis, adult-onset, Tibetan Terrier
BEST1	483791	001553	9615	http://omia.angis.org.au/OMIA001553/9615/	Multifocal retinopathy 2
BEST1	483791	001554	9615	http://omia.angis.org.au/OMIA001554/9615/	Multifocal retinopathy 3
GDF9	100217402	001559	9940	http://omia.angis.org.au/OMIA001559/9940/	Fecundity, Embrapa
HAS2	482032	001561	9615	http://omia.angis.org.au/OMIA001561/9615/	Periodic Fever Syndrome
P2RY12	442958	001564	9615	http://omia.angis.org.au/OMIA001564/9615/	Bleeding disorder due to P2RY12 defect
MIMT1	100616525	001565	9913	http://omia.angis.org.au/OMIA001565/9913/	Abortion and stillbirth
LIPH	100008812	001566	9986	http://omia.angis.org.au/OMIA001566/9986/	Rex coat
SOX10	395573	001569	9031	http://omia.angis.org.au/OMIA001569/9031/	Feather colour, dark brown
SLC4A3	488542	001572	9615	http://omia.angis.org.au/OMIA001572/9615/	Golden Retriever PRA 1
BCR	607482	001573	9615	http://omia.angis.org.au/OMIA001573/9615/	Leukemia, chronic monocytic
RAG1	483420	001574	9615	http://omia.angis.org.au/OMIA001574/9615/	Severe combined immunodeficiency disease, autosomal, T cell-negative, B cell-negative, NK cell-positive
CLN6	497068	001443	9615	http://omia.angis.org.au/OMIA001443/9615/	Neuronal ceroid lipofuscinosis, 6
C17H2orf71	100688240	001575	9615	http://omia.angis.org.au/OMIA001575/9615/	Rod-cone dysplasia 4
KIT	280832	001576	9913	http://omia.angis.org.au/OMIA001576/9913/	Coat colour, colour-sided
AGL	479931	001577	9615	http://omia.angis.org.au/OMIA001577/9615/	Glycogen storage disease IIIa
SLC5A3	100052070	001578	9796	http://omia.angis.org.au/OMIA001578/9796/	Foal immunodeficiency syndrome
MSTN	403433	000683	9615	http://omia.angis.org.au/OMIA000683/9615/	Muscular hypertrophy (double muscling)
PPARD	397297	001579	9825	http://omia.angis.org.au/OMIA001579/9825/	Ear size
KIT	493766	001580	9685	http://omia.angis.org.au/OMIA001580/9685/	Feet, white
KRT71	100500727	001581	9685	http://omia.angis.org.au/OMIA001581/9685/	Curly coat, Devon rex
KRT71	100500727	001583	9685	http://omia.angis.org.au/OMIA001583/9685/	Hypotrichosis, with whiskers short and curled
UGT1A6	100750222	001586	9685	http://omia.angis.org.au/OMIA001586/9685/	Deficient acetaminophen glucuronidation
PNPLA1	481763	001588	9615	http://omia.angis.org.au/OMIA001588/9615/	Ichthyosis, Golden Retriever
MC1R	489652	001590	9615	http://omia.angis.org.au/OMIA001590/9615/	Coat colour, melanistic mask
BCAN	612102	001592	9615	http://omia.angis.org.au/OMIA001592/9615/	Episodic falling
TWIST1	782170	001593	9913	http://omia.angis.org.au/OMIA001593/9913/	Scurs, type 2
SLC6A5	612095	001594	9615	http://omia.angis.org.au/OMIA001594/9615/	Hyperekplexia (Startle disease)
LGI2	488853	001596	9615	http://omia.angis.org.au/OMIA001596/9615/	Epilepsy, benign familial juvenile
TYRP1	574065	001249	9825	http://omia.angis.org.au/OMIA001249/9825/	Coat colour, brown
ASIP	None	001602	93934	http://omia.angis.org.au/OMIA001602/93934/	Feather colour, yellow
MYH9	481280	001608	9615	http://omia.angis.org.au/OMIA001608/9615/	May-Hegglin anomaly
LMBR1	373986	001612	9031	http://omia.angis.org.au/OMIA001612/9031/	Oligozeugodactyly
TAS1R2	100736559	001617	9685	http://omia.angis.org.au/OMIA001617/9685/	Sweet taste, lack of
TAS1R2	None	001617	9694	http://omia.angis.org.au/OMIA001617/9694/	Sweet taste, lack of
TAS1R2	None	001617	32536	http://omia.angis.org.au/OMIA001617/32536/	Sweet taste, lack of
BTN1A1	420061	001622	9031	http://omia.angis.org.au/OMIA001622/9031/	Resistance to avian sarcoma and leukosis viruses, subgroup C
CSN1S2	100750241	001623	9925	http://omia.angis.org.au/OMIA001623/9925/	Casein, alpha-S2, null allele
CBD103	None	001416	9612	http://omia.angis.org.au/OMIA001416/9612/	Coat colour, dominant black
CBD103	None	001416	9614	http://omia.angis.org.au/OMIA001416/9614/	Coat colour, dominant black
ABO	None	001089	9542	http://omia.angis.org.au/OMIA001089/9542/	Blood group system ABO
ABO	450164	001089	9598	http://omia.angis.org.au/OMIA001089/9598/	Blood group system ABO
ABO	722252	001089	9544	http://omia.angis.org.au/OMIA001089/9544/	Blood group system ABO
ABO	None	001089	9541	http://omia.angis.org.au/OMIA001089/9541/	Blood group system ABO
ABO	None	001089	9579	http://omia.angis.org.au/OMIA001089/9579/	Blood group system ABO
ABO	None	001089	9580	http://omia.angis.org.au/OMIA001089/9580/	Blood group system ABO
ABO	None	001089	9590	http://omia.angis.org.au/OMIA001089/9590/	Blood group system ABO
ASIP	None	000201	10042	http://omia.angis.org.au/OMIA000201/10042/	Coat colour, agouti
MC1R	None	000374	8996	http://omia.angis.org.au/OMIA000374/8996/	Feather colour, extended black
PDE6B	399653	001669	9615	http://omia.angis.org.au/OMIA001669/9615/	Rod-cone dysplasia 1a
EDN3	768509	001671	9031	http://omia.angis.org.au/OMIA001671/9031/	Silky/Silkie pigmentation (Fibromelanosis)
AGXT	607355	001672	9615	http://omia.angis.org.au/OMIA001672/9615/	Primary hyperoxaluria type I (Oxalosis I)
MC1R	None	000374	120794	http://omia.angis.org.au/OMIA000374/120794/	Feather colour, extended black
MC1R	None	000374	70340	http://omia.angis.org.au/OMIA000374/70340/	Feather colour, extended black
MC1R	None	000374	54059	http://omia.angis.org.au/OMIA000374/54059/	Feather colour, extended black
MC1R	None	000374	338458	http://omia.angis.org.au/OMIA000374/338458/	Feather colour, extended black
TYR	None	000202	9773	http://omia.angis.org.au/OMIA000202/9773/	Coat colour, albinism
TEX14	100517853	001673	9825	http://omia.angis.org.au/OMIA001673/9825/	Spermatogenic arrest
CNGB3	403554	001676	9615	http://omia.angis.org.au/OMIA001676/9615/	Achromatopsia (cone degeneration, hemeralopia), GSPT
LAMA3	480173	001677	9615	http://omia.angis.org.au/OMIA001677/9615/	Epidermolysis bullosa, junctionalis, LAMA3
LAMA3	791238	001677	9796	http://omia.angis.org.au/OMIA001677/9796/	Epidermolysis bullosa, junctionalis, LAMA3
LAMC2	100216328	001678	9940	http://omia.angis.org.au/OMIA001678/9940/	Epidermolysis bullosa, junctionalis, LAMC2
LAMC2	791245	001678	9796	http://omia.angis.org.au/OMIA001678/9796/	Epidermolysis bullosa, junctionalis, LAMC2
CTSD	443060	001505	9940	http://omia.angis.org.au/OMIA001505/9940/	Neuronal ceroid lipofuscinosis, 10
MITF	407219	001680	9913	http://omia.angis.org.au/OMIA001680/9913/	Dominant white with bilateral deafness
FAM83H	482081	001683	9615	http://omia.angis.org.au/OMIA001683/9615/	Congenital keratoconjunctivitis sicca and ichthyosiform dermatosis 
CLCN1	100050692	000698	9796	http://omia.angis.org.au/OMIA000698/9796/	Myotonia
DMD	497636	001685	9825	http://omia.angis.org.au/OMIA001685/9825/	Stress syndrome
AGTPBP1	None	000662	9940	http://omia.angis.org.au/OMIA000662/9940/	Motor neuron disease, lower
RNF11	522791	001686	9913	http://omia.angis.org.au/OMIA001686/9913/	Dwarfism, proportionate, with inflammatory lesions
Mc1r	None	001199	8523	http://omia.angis.org.au/OMIA001199/8523/	Coat colour, extension
TYR	None	000202	9669	http://omia.angis.org.au/OMIA000202/9669/	Coat colour, albinism
MITF	100033918	000214	9796	http://omia.angis.org.au/OMIA000214/9796/	Coat colour, white spotting
MITF	100033918	001688	9796	http://omia.angis.org.au/OMIA001688/9796/	Coat colour, macchiato
COL7A1	507133	000341	9913	http://omia.angis.org.au/OMIA000341/9913/	Epidermolysis bullosa, dystrophic
SEL1L	480409	001692	9615	http://omia.angis.org.au/OMIA001692/9615/	Ataxia, cerebellar, progressive early-onset 
edar	100049352	001695	8090	http://omia.angis.org.au/OMIA001695/8090/	Reduced scale-3
CWC15	535258	001697	9913	http://omia.angis.org.au/OMIA001697/9913/	Abortion due to mutation in CWC15
MITF	414902	000259	9823	http://omia.angis.org.au/OMIA000259/9823/	Deafness
FGFR3	554324	001703	9940	http://omia.angis.org.au/OMIA001703/9940/	Chondrodysplasia, Spider lamb
HEXB	478100	001462	9615	http://omia.angis.org.au/OMIA001462/9615/	Gangliosidosis, GM2, type II
HEXA	100145856	001461	9940	http://omia.angis.org.au/OMIA001461/9940/	Gangliosidosis, GM2, type I
ABCG2	None	001707	9685	http://omia.angis.org.au/OMIA001707/9685/	Retinal degeneration, fluoroquinolone-induced
DMRT1	None	001709	8090	http://omia.angis.org.au/OMIA001709/8090/	XY Ovotesticular DSD (Disorder of Sexual Development)
LYST	None	000185	452646	http://omia.angis.org.au/OMIA000185/452646/	Chediak-Higashi syndrome
MC1R	None	000374	57661	http://omia.angis.org.au/OMIA000374/57661/	Feather colour, extended black
LOC100147177	100147177	001715	9796	http://omia.angis.org.au/OMIA001715/9796/	Gaitedness
EPYC	281747	001716	9913	http://omia.angis.org.au/OMIA001716/9913/	Ehlers-Danlos syndrome, Holstein variant
COL10A1	448809	001718	9825	http://omia.angis.org.au/OMIA001718/9825/	Dwarfism, Schmid metaphyseal chondrodysplasia
Taqpep	None	001721	32536	http://omia.angis.org.au/OMIA001721/32536/	Coat colour, king
